id,data1,data2,data3,timestamp
11,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:23 GMT+0000 (Greenwich Mean Time)
10,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:22 GMT+0000 (Greenwich Mean Time)
9,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:21 GMT+0000 (Greenwich Mean Time)
8,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:20 GMT+0000 (Greenwich Mean Time)
7,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:19 GMT+0000 (Greenwich Mean Time)
6,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:18 GMT+0000 (Greenwich Mean Time)
5,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:17 GMT+0000 (Greenwich Mean Time)
4,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:16 GMT+0000 (Greenwich Mean Time)
3,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:15 GMT+0000 (Greenwich Mean Time)
2,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:14 GMT+0000 (Greenwich Mean Time)
1,140.77999877929688,60.88999938964844,30.1200008392334,Thu Feb 20 2025 08:07:13 GMT+0000 (Greenwich Mean Time)
